date,item,sales
2014-06-26,43026,98
2014-06-27,43026,94
2014-06-28,43026,111
2014-06-29,43026,123
2014-06-30,43026,78
2014-07-01,43026,100
2014-07-02,43026,99
2014-07-03,43026,104
2014-07-04,43026,101
2014-07-05,43026,98
2014-07-06,43026,113
2014-07-07,43026,71
2014-07-08,43026,87
2014-07-09,43026,77
2014-07-10,43026,83
2014-07-11,43026,113
2014-07-12,43026,102
2014-07-13,43026,137
2014-07-14,43026,53
2014-07-15,43026,96
2014-07-16,43026,104
2014-07-17,43026,104
2014-07-18,43026,107
2014-07-19,43026,109
2014-07-20,43026,109
2014-07-21,43026,71
2014-07-22,43026,94
2014-07-23,43026,82
2014-07-24,43026,115
2014-07-25,43026,110
2014-07-26,43026,101
2014-07-27,43026,131
2014-07-28,43026,82
2014-07-29,43026,93
2014-07-30,43026,98
2014-07-31,43026,103
2014-08-01,43026,87
2014-08-02,43026,100
2014-08-03,43026,95
2014-08-04,43026,67
2014-08-05,43026,55
2014-08-06,43026,89
2014-08-07,43026,81
2014-08-08,43026,96
2014-08-09,43026,94
2014-08-10,43026,93
2014-08-11,43026,54
2014-08-12,43026,81
2014-08-13,43026,67
2014-08-14,43026,103
2014-08-15,43026,89
2014-08-16,43026,96
2014-08-17,43026,87
2014-08-18,43026,59
2014-08-19,43026,77
2014-08-20,43026,65
2014-08-21,43026,83
2014-08-22,43026,93
2014-08-23,43026,97
2014-08-24,43026,91
2014-08-25,43026,72
2014-08-26,43026,85
2014-08-27,43026,72
2014-08-28,43026,87
2014-08-29,43026,
2014-08-30,43026,102
2014-08-31,43026,109
2014-09-01,43026,74
2014-09-02,43026,76
2014-09-03,43026,92
2014-09-04,43026,85
2014-09-05,43026,91
2014-09-06,43026,87
2014-09-07,43026,73
2014-09-08,43026,58
2014-09-09,43026,76
2014-09-10,43026,74
2014-09-11,43026,90
2014-09-12,43026,112
2014-09-13,43026,81
2014-09-14,43026,89
2014-09-15,43026,66
2014-09-16,43026,79
2014-09-17,43026,69
2014-09-18,43026,79
2014-09-19,43026,66
2014-09-20,43026,80
2014-09-21,43026,
2014-09-22,43026,69
2014-09-23,43026,86
2014-09-24,43026,87
2014-09-25,43026,78
2014-09-26,43026,93
2014-09-27,43026,91
2014-09-28,43026,86
2014-09-29,43026,59
2014-09-30,43026,75
2014-10-01,43026,74
2014-10-02,43026,80
2014-10-03,43026,79
2014-10-04,43026,72
2014-10-05,43026,86
2014-10-06,43026,57
2014-10-07,43026,53
2014-10-08,43026,68
2014-10-09,43026,
2014-10-10,43026,71
2014-10-11,43026,79
2014-10-12,43026,92
2014-10-13,43026,38
2014-10-14,43026,69
2014-10-15,43026,61
2014-10-16,43026,72
2014-10-17,43026,75
2014-10-18,43026,100
2014-10-19,43026,86
2014-10-20,43026,61
2014-10-21,43026,59
2014-10-22,43026,83
2014-10-23,43026,61
2014-10-24,43026,76
2014-10-25,43026,79
2014-10-26,43026,102
2014-10-27,43026,57
2014-10-28,43026,57
2014-10-29,43026,59
2014-10-30,43026,67
2014-10-31,43026,63
2014-11-01,43026,74
2014-11-02,43026,109
2014-11-03,43026,61
2014-11-04,43026,71
2014-11-05,43026,64
2014-11-06,43026,81
2014-11-07,43026,101
2014-11-08,43026,89
2014-11-09,43026,100
2014-11-10,43026,71
2014-11-11,43026,77
2014-11-12,43026,73
2014-11-13,43026,91
2014-11-14,43026,72
2014-11-15,43026,107
2014-11-16,43026,79
2014-11-17,43026,66
2014-11-18,43026,70
2014-11-19,43026,76
2014-11-20,43026,63
2014-11-21,43026,80
2014-11-22,43026,86
2014-11-23,43026,104
2014-11-24,43026,55
2014-11-25,43026,87
2014-11-26,43026,76
2014-11-27,43026,76
2014-11-28,43026,97
2014-11-29,43026,79
2014-11-30,43026,106
2014-12-01,43026,48
2014-12-02,43026,57
2014-12-03,43026,59
2014-12-04,43026,60
2014-12-05,43026,48
2014-12-06,43026,56
2014-12-07,43026,73
2014-12-08,43026,44
2014-12-09,43026,50
2014-12-10,43026,78
2014-12-11,43026,60
2014-12-12,43026,65
2014-12-13,43026,70
2014-12-14,43026,68
2014-12-15,43026,45
2014-12-16,43026,50
2014-12-17,43026,51
2014-12-18,43026,
2014-12-19,43026,59
2014-12-20,43026,64
2014-12-21,43026,67
2014-12-22,43026,49
2014-12-23,43026,55
2014-12-24,43026,72
2014-12-25,43026,53
2014-12-26,43026,58
2014-12-27,43026,66
2014-12-28,43026,70
2014-12-29,43026,50
2014-12-30,43026,44
2014-12-31,43026,58
2015-01-01,43026,45
2015-01-02,43026,73
2015-01-03,43026,65
2015-01-04,43026,67
2015-01-05,43026,42
2015-01-06,43026,
2015-01-07,43026,
2015-01-08,43026,62
2015-01-09,43026,74
2015-01-10,43026,
2015-01-11,43026,68
2015-01-12,43026,40
2015-01-13,43026,44
2015-01-14,43026,52
2015-01-15,43026,49
2015-01-16,43026,58
2015-01-17,43026,59
2015-01-18,43026,52
2015-01-19,43026,
2015-01-20,43026,65
2015-01-21,43026,47
2015-01-22,43026,37
2015-01-23,43026,54
2015-01-24,43026,
2015-01-25,43026,61
2015-01-26,43026,41
2015-01-27,43026,49
2015-01-28,43026,55
2015-01-29,43026,46
2015-01-30,43026,46
2015-01-31,43026,58
2015-02-01,43026,86
2015-02-02,43026,52
2015-02-03,43026,40
2015-02-04,43026,44
2015-02-05,43026,66
2015-02-06,43026,56
2015-02-07,43026,72
2015-02-08,43026,60
2015-02-09,43026,44
2015-02-10,43026,49
2015-02-11,43026,45
2015-02-12,43026,45
2015-02-13,43026,62
2015-02-14,43026,66
2015-02-15,43026,80
2015-02-16,43026,48
2015-02-17,43026,75
2015-02-18,43026,54
2015-02-19,43026,51
2015-02-20,43026,75
2015-02-21,43026,68
2015-02-22,43026,76
2015-02-23,43026,54
2015-02-24,43026,58
2015-02-25,43026,
2015-02-26,43026,59
2015-02-27,43026,57
2015-02-28,43026,71
2015-03-01,43026,90
2015-03-02,43026,56
2015-03-03,43026,76
2015-03-04,43026,71
2015-03-05,43026,
2015-03-06,43026,71
2015-03-07,43026,73
2015-03-08,43026,80
2015-03-09,43026,52
2015-03-10,43026,68
2015-03-11,43026,63
2015-03-12,43026,76
2015-03-13,43026,79
2015-03-14,43026,
2015-03-15,43026,97
2015-03-16,43026,63
2015-03-17,43026,71
2015-03-18,43026,64
2015-03-19,43026,82
2015-03-20,43026,74
2015-03-21,43026,70
2015-03-22,43026,66
2015-03-23,43026,50
2015-03-24,43026,72
2015-03-25,43026,59
2015-03-26,43026,64
2015-03-27,43026,80
2015-03-28,43026,89
2015-03-29,43026,98
2015-03-30,43026,66
2015-03-31,43026,59
2015-04-01,43026,90
2015-04-02,43026,82
2015-04-03,43026,102
2015-04-04,43026,98
2015-04-05,43026,94
2015-04-06,43026,65
2015-04-07,43026,67
2015-04-08,43026,84
2015-04-09,43026,78
2015-04-10,43026,89
2015-04-11,43026,91
2015-04-12,43026,111
2015-04-13,43026,71
2015-04-14,43026,66
2015-04-15,43026,91
2015-04-16,43026,90
2015-04-17,43026,100
2015-04-18,43026,95
2015-04-19,43026,107
2015-04-20,43026,81
2015-04-21,43026,82
2015-04-22,43026,76
2015-04-23,43026,87
2015-04-24,43026,95
2015-04-25,43026,110
2015-04-26,43026,92
2015-04-27,43026,61
2015-04-28,43026,70
2015-04-29,43026,79
2015-04-30,43026,73
2015-05-01,43026,79
2015-05-02,43026,115
2015-05-03,43026,101
2015-05-04,43026,84
2015-05-05,43026,79
2015-05-06,43026,112
2015-05-07,43026,68
2015-05-08,43026,98
2015-05-09,43026,95
2015-05-10,43026,101
2015-05-11,43026,74
2015-05-12,43026,92
2015-05-13,43026,80
2015-05-14,43026,100
2015-05-15,43026,87
2015-05-16,43026,95
2015-05-17,43026,104
2015-05-18,43026,67
2015-05-19,43026,95
2015-05-20,43026,103
2015-05-21,43026,78
2015-05-22,43026,94
2015-05-23,43026,107
2015-05-24,43026,126
2015-05-25,43026,66
2015-05-26,43026,71
2015-05-27,43026,105
2015-05-28,43026,82
2015-05-29,43026,86
2015-05-30,43026,96
2015-05-31,43026,97
2015-06-01,43026,85
2015-06-02,43026,102
2015-06-03,43026,78
2015-06-04,43026,101
2015-06-05,43026,93
2015-06-06,43026,110
2015-06-07,43026,122
2015-06-08,43026,64
2015-06-09,43026,75
2015-06-10,43026,91
2015-06-11,43026,90
2015-06-12,43026,106
2015-06-13,43026,121
2015-06-14,43026,111
2015-06-15,43026,74
2015-06-16,43026,84
2015-06-17,43026,74
2015-06-18,43026,110
2015-06-19,43026,107
2015-06-20,43026,94
2015-06-21,43026,106
2015-06-22,43026,81
2015-06-23,43026,94
2015-06-24,43026,91
2015-06-25,43026,101
2015-06-26,43026,110
2015-06-27,43026,124
2015-06-28,43026,120
2015-06-29,43026,72
2015-06-30,43026,75
2015-07-01,43026,96
2015-07-02,43026,101
2015-07-03,43026,143
2015-07-04,43026,131
2015-07-05,43026,122
2015-07-06,43026,87
2015-07-07,43026,92
2015-07-08,43026,96
2015-07-09,43026,93
2015-07-10,43026,113
2015-07-11,43026,103
2015-07-12,43026,133
2015-07-13,43026,79
2015-07-14,43026,94
2015-07-15,43026,102
2015-07-16,43026,90
2015-07-17,43026,99
2015-07-18,43026,120
2015-07-19,43026,129
2015-07-20,43026,83
2015-07-21,43026,93
2015-07-22,43026,86
2015-07-23,43026,106
2015-07-24,43026,94
2015-07-25,43026,108
2015-07-26,43026,127
2015-07-27,43026,79
2015-07-28,43026,80
2015-07-29,43026,89
2015-07-30,43026,116
2015-07-31,43026,119
2015-08-01,43026,105
2015-08-02,43026,90
2015-08-03,43026,72
2015-08-04,43026,87
2015-08-05,43026,83
2015-08-06,43026,89
2015-08-07,43026,90
2015-08-08,43026,87
2015-08-09,43026,104
2015-08-10,43026,66
2015-08-11,43026,92
2015-08-12,43026,91
2015-08-13,43026,84
2015-08-14,43026,95
2015-08-15,43026,116
2015-08-16,43026,97
2015-08-17,43026,66
2015-08-18,43026,91
2015-08-19,43026,87
2015-08-20,43026,94
2015-08-21,43026,120
2015-08-22,43026,120
2015-08-23,43026,114
2015-08-24,43026,58
2015-08-25,43026,84
2015-08-26,43026,90
2015-08-27,43026,96
2015-08-28,43026,91
2015-08-29,43026,91
2015-08-30,43026,111
2015-08-31,43026,65
2015-09-01,43026,74
2015-09-02,43026,67
2015-09-03,43026,94
2015-09-04,43026,93
2015-09-05,43026,90
2015-09-06,43026,96
2015-09-07,43026,71
2015-09-08,43026,82
2015-09-09,43026,78
2015-09-10,43026,98
2015-09-11,43026,
2015-09-12,43026,102
2015-09-13,43026,83
2015-09-14,43026,62
2015-09-15,43026,61
2015-09-16,43026,89
2015-09-17,43026,90
2015-09-18,43026,94
2015-09-19,43026,95
2015-09-20,43026,98
2015-09-21,43026,81
2015-09-22,43026,
2015-09-23,43026,90
2015-09-24,43026,79
2015-09-25,43026,72
2015-09-26,43026,108
2015-09-27,43026,
2015-09-28,43026,67
2015-09-29,43026,81
2015-09-30,43026,71
2015-10-01,43026,79
2015-10-02,43026,81
2015-10-03,43026,83
2015-10-04,43026,83
2015-10-05,43026,59
2015-10-06,43026,79
2015-10-07,43026,69
2015-10-08,43026,72
2015-10-09,43026,94
2015-10-10,43026,91
2015-10-11,43026,93
2015-10-12,43026,57
2015-10-13,43026,73
2015-10-14,43026,64
2015-10-15,43026,82
2015-10-16,43026,
2015-10-17,43026,95
2015-10-18,43026,94
2015-10-19,43026,56
2015-10-20,43026,72
2015-10-21,43026,72
2015-10-22,43026,81
2015-10-23,43026,83
2015-10-24,43026,85
2015-10-25,43026,75
2015-10-26,43026,65
2015-10-27,43026,72
2015-10-28,43026,80
2015-10-29,43026,60
2015-10-30,43026,82
2015-10-31,43026,84
2015-11-01,43026,89
2015-11-02,43026,57
2015-11-03,43026,90
2015-11-04,43026,76
2015-11-05,43026,93
2015-11-06,43026,97
2015-11-07,43026,
2015-11-08,43026,92
2015-11-09,43026,55
2015-11-10,43026,63
2015-11-11,43026,89
2015-11-12,43026,75
2015-11-13,43026,99
2015-11-14,43026,83
2015-11-15,43026,97
2015-11-16,43026,94
2015-11-17,43026,82
2015-11-18,43026,63
2015-11-19,43026,82
2015-11-20,43026,
2015-11-21,43026,74
2015-11-22,43026,91
2015-11-23,43026,54
2015-11-24,43026,64
2015-11-25,43026,86
2015-11-26,43026,80
2015-11-27,43026,
2015-11-28,43026,90
2015-11-29,43026,91
2015-11-30,43026,76
2015-12-01,43026,43
2015-12-02,43026,49
2015-12-03,43026,49
2015-12-04,43026,67
2015-12-05,43026,63
2015-12-06,43026,83
2015-12-07,43026,43
2015-12-08,43026,56
2015-12-09,43026,52
2015-12-10,43026,
2015-12-11,43026,63
2015-12-12,43026,54
2015-12-13,43026,80
2015-12-14,43026,54
2015-12-15,43026,45
2015-12-16,43026,55
2015-12-17,43026,
2015-12-18,43026,50
2015-12-19,43026,64
2015-12-20,43026,60
2015-12-21,43026,51
2015-12-22,43026,53
2015-12-23,43026,55
2015-12-24,43026,55
2015-12-25,43026,61
2015-12-26,43026,80
2015-12-27,43026,72
2015-12-28,43026,49
2015-12-29,43026,50
2015-12-30,43026,61
2015-12-31,43026,57
2016-01-01,43026,53
2016-01-02,43026,61
2016-01-03,43026,83
2016-01-04,43026,49
2016-01-05,43026,46
2016-01-06,43026,50
2016-01-07,43026,59
2016-01-08,43026,81
2016-01-09,43026,69
2016-01-10,43026,56
2016-01-11,43026,42
2016-01-12,43026,63
2016-01-13,43026,54
2016-01-14,43026,73
2016-01-15,43026,70
2016-01-16,43026,72
2016-01-17,43026,81
2016-01-18,43026,44
2016-01-19,43026,55
2016-01-20,43026,61
2016-01-21,43026,73
2016-01-22,43026,46
2016-01-23,43026,87
2016-01-24,43026,75
2016-01-25,43026,43
2016-01-26,43026,58
2016-01-27,43026,57
2016-01-28,43026,47
2016-01-29,43026,67
2016-01-30,43026,67
2016-01-31,43026,82
2016-02-01,43026,39
2016-02-02,43026,61
2016-02-03,43026,54
2016-02-04,43026,65
2016-02-05,43026,78
2016-02-06,43026,69
2016-02-07,43026,71
2016-02-08,43026,50
2016-02-09,43026,60
2016-02-10,43026,54
2016-02-11,43026,78
2016-02-12,43026,78
2016-02-13,43026,67
2016-02-14,43026,71
2016-02-15,43026,49
2016-02-16,43026,61
2016-02-17,43026,73
2016-02-18,43026,58
2016-02-19,43026,84
2016-02-20,43026,94
2016-02-21,43026,90
2016-02-22,43026,59
2016-02-23,43026,78
2016-02-24,43026,60
2016-02-25,43026,65
2016-02-26,43026,63
2016-02-27,43026,69
2016-02-28,43026,71
2016-02-29,43026,47
2016-03-01,43026,79
2016-03-02,43026,68
2016-03-03,43026,78
2016-03-04,43026,90
2016-03-05,43026,92
2016-03-06,43026,91
2016-03-07,43026,74
2016-03-08,43026,65
2016-03-09,43026,55
2016-03-10,43026,64
2016-03-11,43026,78
2016-03-12,43026,75
2016-03-13,43026,93
2016-03-14,43026,46
2016-03-15,43026,71
2016-03-16,43026,69
2016-03-17,43026,
2016-03-18,43026,93
2016-03-19,43026,78
2016-03-20,43026,87
2016-03-21,43026,53
2016-03-22,43026,72
2016-03-23,43026,77
2016-03-24,43026,74
2016-03-25,43026,91
2016-03-26,43026,99
2016-03-27,43026,107
2016-03-28,43026,73
2016-03-29,43026,70
2016-03-30,43026,73
2016-03-31,43026,73
2016-04-01,43026,96
2016-04-02,43026,80
2016-04-03,43026,116
2016-04-04,43026,78
2016-04-05,43026,104
2016-04-06,43026,80
2016-04-07,43026,99
2016-04-08,43026,92
2016-04-09,43026,109
2016-04-10,43026,115
2016-04-11,43026,86
2016-04-12,43026,77
2016-04-13,43026,86
2016-04-14,43026,87
2016-04-15,43026,114
2016-04-16,43026,101
2016-04-17,43026,113
2016-04-18,43026,91
2016-04-19,43026,89
2016-04-20,43026,79
2016-04-21,43026,90
2016-04-22,43026,110
2016-04-23,43026,92
2016-04-24,43026,90
2016-04-25,43026,57
2016-04-26,43026,91
2016-04-27,43026,69
2016-04-28,43026,86
2016-04-29,43026,90
2016-04-30,43026,93
2016-05-01,43026,126
2016-05-02,43026,72
2016-05-03,43026,91
2016-05-04,43026,90
2016-05-05,43026,100
2016-05-06,43026,103
2016-05-07,43026,114
2016-05-08,43026,104
2016-05-09,43026,84
2016-05-10,43026,91
2016-05-11,43026,85
2016-05-12,43026,94
2016-05-13,43026,98
2016-05-14,43026,109
2016-05-15,43026,130
2016-05-16,43026,87
2016-05-17,43026,83
2016-05-18,43026,98
2016-05-19,43026,108
2016-05-20,43026,109
2016-05-21,43026,106
2016-05-22,43026,121
2016-05-23,43026,88
2016-05-24,43026,71
2016-05-25,43026,90
2016-05-26,43026,91
2016-05-27,43026,106
2016-05-28,43026,147
2016-05-29,43026,115
2016-05-30,43026,66
2016-05-31,43026,92
2016-06-01,43026,107
2016-06-02,43026,102
2016-06-03,43026,113
2016-06-04,43026,119
2016-06-05,43026,107
2016-06-06,43026,89
2016-06-07,43026,81
2016-06-08,43026,92
2016-06-09,43026,102
2016-06-10,43026,101
2016-06-11,43026,109
2016-06-12,43026,124
2016-06-13,43026,77
2016-06-14,43026,104
2016-06-15,43026,
2016-06-16,43026,106
2016-06-17,43026,109
2016-06-18,43026,113
2016-06-19,43026,123
2016-06-20,43026,85
2016-06-21,43026,103
2016-06-22,43026,94
2016-06-23,43026,105
2016-06-24,43026,100
2016-06-25,43026,133
2016-06-26,43026,122
2016-06-27,43026,67
2016-06-28,43026,87
2016-06-29,43026,75
2016-06-30,43026,103
2016-07-01,43026,
2016-07-02,43026,113
2016-07-03,43026,141
2016-07-04,43026,81
2016-07-05,43026,108
2016-07-06,43026,84
2016-07-07,43026,126
2016-07-08,43026,125
2016-07-09,43026,120
2016-07-10,43026,135
2016-07-11,43026,101
2016-07-12,43026,108
2016-07-13,43026,109
2016-07-14,43026,110
2016-07-15,43026,115
2016-07-16,43026,137
2016-07-17,43026,129
2016-07-18,43026,79
2016-07-19,43026,103
2016-07-20,43026,109
2016-07-21,43026,123
2016-07-22,43026,128
2016-07-23,43026,133
2016-07-24,43026,140
2016-07-25,43026,93
2016-07-26,43026,104
2016-07-27,43026,106
2016-07-28,43026,111
2016-07-29,43026,119
2016-07-30,43026,119
2016-07-31,43026,127
2016-08-01,43026,79
2016-08-02,43026,100
2016-08-03,43026,100
2016-08-04,43026,116
2016-08-05,43026,
2016-08-06,43026,108
2016-08-07,43026,132
2016-08-08,43026,68
2016-08-09,43026,93
2016-08-10,43026,81
2016-08-11,43026,84
2016-08-12,43026,83
2016-08-13,43026,113
2016-08-14,43026,116
2016-08-15,43026,66
2016-08-16,43026,
2016-08-17,43026,75
2016-08-18,43026,108
2016-08-19,43026,113
2016-08-20,43026,95
2016-08-21,43026,108
2016-08-22,43026,80
2016-08-23,43026,65
2016-08-24,43026,100
2016-08-25,43026,82
2016-08-26,43026,104
2016-08-27,43026,110
2016-08-28,43026,123
2016-08-29,43026,71
2016-08-30,43026,85
2016-08-31,43026,82
2016-09-01,43026,98
2016-09-02,43026,85
2016-09-03,43026,97
2016-09-04,43026,119
2016-09-05,43026,60
2016-09-06,43026,79
2016-09-07,43026,89
2016-09-08,43026,97
2016-09-09,43026,96
2016-09-10,43026,123
2016-09-11,43026,100
2016-09-12,43026,67
2016-09-13,43026,98
2016-09-14,43026,85
2016-09-15,43026,76
2016-09-16,43026,81
2016-09-17,43026,118
2016-09-18,43026,107
2016-09-19,43026,72
2016-09-20,43026,92
2016-09-21,43026,85
2016-09-22,43026,81
2016-09-23,43026,91
2016-09-24,43026,
2016-09-25,43026,116
2016-09-26,43026,67
2016-09-27,43026,71
2016-09-28,43026,90
2016-09-29,43026,80
2016-09-30,43026,109
2016-10-01,43026,76
2016-10-02,43026,108
2016-10-03,43026,68
2016-10-04,43026,73
2016-10-05,43026,73
2016-10-06,43026,81
2016-10-07,43026,93
2016-10-08,43026,83
2016-10-09,43026,111
2016-10-10,43026,67
2016-10-11,43026,89
2016-10-12,43026,86
2016-10-13,43026,80
2016-10-14,43026,73
2016-10-15,43026,111
2016-10-16,43026,92
2016-10-17,43026,
2016-10-18,43026,78
2016-10-19,43026,76
2016-10-20,43026,86
2016-10-21,43026,93
2016-10-22,43026,85
2016-10-23,43026,110
2016-10-24,43026,56
2016-10-25,43026,66
2016-10-26,43026,79
2016-10-27,43026,94
2016-10-28,43026,89
2016-10-29,43026,86
2016-10-30,43026,96
2016-10-31,43026,54
2016-11-01,43026,77
2016-11-02,43026,90
2016-11-03,43026,69
2016-11-04,43026,81
2016-11-05,43026,95
2016-11-06,43026,114
2016-11-07,43026,73
2016-11-08,43026,102
2016-11-09,43026,95
2016-11-10,43026,106
2016-11-11,43026,106
2016-11-12,43026,113
2016-11-13,43026,108
2016-11-14,43026,73
2016-11-15,43026,80
2016-11-16,43026,72
2016-11-17,43026,83
2016-11-18,43026,106
2016-11-19,43026,97
2016-11-20,43026,135
2016-11-21,43026,76
2016-11-22,43026,89
2016-11-23,43026,83
2016-11-24,43026,102
2016-11-25,43026,89
2016-11-26,43026,98
2016-11-27,43026,108
2016-11-28,43026,55
2016-11-29,43026,80
2016-11-30,43026,85
2016-12-01,43026,67
2016-12-02,43026,61
2016-12-03,43026,72
2016-12-04,43026,76
2016-12-05,43026,46
2016-12-06,43026,57
2016-12-07,43026,64
2016-12-08,43026,67
2016-12-09,43026,54
2016-12-10,43026,67
2016-12-11,43026,74
2016-12-12,43026,41
2016-12-13,43026,40
2016-12-14,43026,51
2016-12-15,43026,70
2016-12-16,43026,83
2016-12-17,43026,72
2016-12-18,43026,64
2016-12-19,43026,47
2016-12-20,43026,68
2016-12-21,43026,69
2016-12-22,43026,69
2016-12-23,43026,77
2016-12-24,43026,90
2016-12-25,43026,76
2016-12-26,43026,48
2016-12-27,43026,47
2016-12-28,43026,51
2016-12-29,43026,66
2016-12-30,43026,75
2016-12-31,43026,74
2017-01-01,43026,80
2017-01-02,43026,45
2017-01-03,43026,72
2017-01-04,43026,59
2017-01-05,43026,
2017-01-06,43026,82
2017-01-07,43026,75
2017-01-08,43026,75
2017-01-09,43026,55
2017-01-10,43026,59
2017-01-11,43026,65
2017-01-12,43026,64
2017-01-13,43026,59
2017-01-14,43026,73
2017-01-15,43026,81
2017-01-16,43026,52
2017-01-17,43026,54
2017-01-18,43026,45
2017-01-19,43026,62
2017-01-20,43026,76
2017-01-21,43026,78
2017-01-22,43026,64
2017-01-23,43026,62
2017-01-24,43026,62
2017-01-25,43026,59
2017-01-26,43026,63
2017-01-27,43026,66
2017-01-28,43026,59
2017-01-29,43026,74
2017-01-30,43026,55
2017-01-31,43026,59
2017-02-01,43026,60
2017-02-02,43026,77
2017-02-03,43026,78
2017-02-04,43026,86
2017-02-05,43026,83
2017-02-06,43026,70
2017-02-07,43026,61
2017-02-08,43026,62
2017-02-09,43026,62
2017-02-10,43026,74
2017-02-11,43026,70
2017-02-12,43026,75
2017-02-13,43026,65
2017-02-14,43026,60
2017-02-15,43026,76
2017-02-16,43026,49
2017-02-17,43026,59
2017-02-18,43026,66
2017-02-19,43026,77
2017-02-20,43026,55
2017-02-21,43026,76
2017-02-22,43026,61
2017-02-23,43026,73
2017-02-24,43026,73
2017-02-25,43026,79
2017-02-26,43026,93
2017-02-27,43026,64
2017-02-28,43026,50
2017-03-01,43026,79
2017-03-02,43026,86
2017-03-03,43026,98
2017-03-04,43026,91
2017-03-05,43026,99
2017-03-06,43026,52
2017-03-07,43026,81
2017-03-08,43026,77
2017-03-09,43026,83
2017-03-10,43026,87
2017-03-11,43026,82
2017-03-12,43026,103
2017-03-13,43026,61
2017-03-14,43026,77
2017-03-15,43026,73
2017-03-16,43026,58
2017-03-17,43026,78
2017-03-18,43026,81
2017-03-19,43026,99
2017-03-20,43026,71
2017-03-21,43026,78
2017-03-22,43026,72
2017-03-23,43026,69
2017-03-24,43026,71
2017-03-25,43026,96
2017-03-26,43026,108
2017-03-27,43026,65
2017-03-28,43026,78
2017-03-29,43026,64
2017-03-30,43026,62
2017-03-31,43026,87
2017-04-01,43026,115
2017-04-02,43026,136
2017-04-03,43026,72
2017-04-04,43026,94
2017-04-05,43026,77
2017-04-06,43026,100
2017-04-07,43026,
2017-04-08,43026,117
2017-04-09,43026,106
2017-04-10,43026,79
2017-04-11,43026,92
2017-04-12,43026,87
2017-04-13,43026,93
2017-04-14,43026,81
2017-04-15,43026,98
2017-04-16,43026,114
2017-04-17,43026,73
2017-04-18,43026,104
2017-04-19,43026,85
2017-04-20,43026,98
2017-04-21,43026,102
2017-04-22,43026,103
2017-04-23,43026,117
2017-04-24,43026,76
2017-04-25,43026,81
2017-04-26,43026,87
2017-04-27,43026,86
2017-04-28,43026,101
2017-04-29,43026,105
2017-04-30,43026,114
2017-05-01,43026,82
2017-05-02,43026,97
2017-05-03,43026,101
2017-05-04,43026,105
2017-05-05,43026,117
2017-05-06,43026,117
2017-05-07,43026,120
2017-05-08,43026,72
2017-05-09,43026,85
2017-05-10,43026,81
2017-05-11,43026,96
2017-05-12,43026,114
2017-05-13,43026,117
2017-05-14,43026,111
2017-05-15,43026,78
2017-05-16,43026,95
2017-05-17,43026,94
2017-05-18,43026,
2017-05-19,43026,119
2017-05-20,43026,134
2017-05-21,43026,112
2017-05-22,43026,83
2017-05-23,43026,80
2017-05-24,43026,94
2017-05-25,43026,102
2017-05-26,43026,112
2017-05-27,43026,118
2017-05-28,43026,123
2017-05-29,43026,62
2017-05-30,43026,79
2017-05-31,43026,87
2017-06-01,43026,129
2017-06-02,43026,120
2017-06-03,43026,102
2017-06-04,43026,139
2017-06-05,43026,106
2017-06-06,43026,89
2017-06-07,43026,113
2017-06-08,43026,119
2017-06-09,43026,103
2017-06-10,43026,102
2017-06-11,43026,115
2017-06-12,43026,
2017-06-13,43026,100
2017-06-14,43026,86
2017-06-15,43026,107
2017-06-16,43026,132
2017-06-17,43026,121
2017-06-18,43026,134
2017-06-19,43026,80
2017-06-20,43026,101
2017-06-21,43026,87
2017-06-22,43026,99
2017-06-23,43026,121
2017-06-24,43026,116
2017-06-25,43026,121
2017-06-26,43026,105
2017-06-27,43026,103
2017-06-28,43026,93
2017-06-29,43026,95
2017-06-30,43026,103
2017-07-01,43026,113
2017-07-02,43026,154
2017-07-03,43026,84
2017-07-04,43026,107
2017-07-05,43026,97
2017-07-06,43026,101
2017-07-07,43026,139
2017-07-08,43026,146
2017-07-09,43026,119
2017-07-10,43026,80
2017-07-11,43026,99
2017-07-12,43026,110
2017-07-13,43026,118
2017-07-14,43026,114
2017-07-15,43026,131
2017-07-16,43026,143
2017-07-17,43026,98
2017-07-18,43026,128
2017-07-19,43026,107
2017-07-20,43026,114
2017-07-21,43026,123
2017-07-22,43026,150
2017-07-23,43026,135
2017-07-24,43026,83
2017-07-25,43026,101
2017-07-26,43026,87
2017-07-27,43026,115
2017-07-28,43026,126
2017-07-29,43026,113
2017-07-30,43026,123
2017-07-31,43026,95
2017-08-01,43026,108
2017-08-02,43026,81
2017-08-03,43026,85
2017-08-04,43026,110
2017-08-05,43026,130
2017-08-06,43026,107
2017-08-07,43026,71
2017-08-08,43026,94
2017-08-09,43026,89
2017-08-10,43026,109
2017-08-11,43026,122
2017-08-12,43026,118
2017-08-13,43026,117
2017-08-14,43026,89
2017-08-15,43026,101
2017-08-16,43026,97
2017-08-17,43026,108
2017-08-18,43026,112
2017-08-19,43026,120
2017-08-20,43026,124
2017-08-21,43026,77
2017-08-22,43026,107
2017-08-23,43026,97
2017-08-24,43026,105
2017-08-25,43026,110
2017-08-26,43026,114
2017-08-27,43026,111
2017-08-28,43026,87
2017-08-29,43026,88
2017-08-30,43026,110
2017-08-31,43026,103
2017-09-01,43026,99
2017-09-02,43026,103
2017-09-03,43026,102
2017-09-04,43026,83
2017-09-05,43026,95
